parameter,time,x1,x2
0.20833300,1.10367900,0.79897774,0.21825043
0.20833300,1.20401300,0.80827233,0.11145600
0.20833300,1.30434800,0.83681300,0.04816024
0.20833300,1.40468200,0.82121281,-0.05315876
0.20833300,1.50501700,0.80456026,-0.13923575
0.20833300,1.60535100,0.78935158,-0.23290770
0.20833300,1.70568600,0.76296017,-0.31939255
0.20833300,1.80602000,0.73472327,-0.40774481
0.20833300,1.90635500,0.68226085,-0.49324842
0.20833300,2.00668900,0.59428155,-0.55443971
0.20833300,2.10702300,0.56035564,-0.60078253
0.20833300,2.20735800,0.46843181,-0.66295362
0.20833300,2.30769200,0.40120801,-0.72130453
0.20833300,2.40802700,0.32273941,-0.76350445
0.20833300,2.50836100,0.23070709,-0.79925556
0.20833300,2.60869600,0.13512269,-0.80235389
0.20833300,2.70903000,0.05637594,-0.82587188
0.20833300,2.80936500,-0.03421898,-0.82848566
0.20833300,2.90969900,-0.12726809,-0.80710349
0.20833300,3.01003300,-0.22320988,-0.80489938
0.20833300,3.11036800,-0.30570020,-0.77482304
0.20833300,3.21070200,-0.39937727,-0.72018772
0.20833300,3.31103700,-0.48958769,-0.66601570
0.20833300,3.41137100,-0.55919667,-0.62622019
0.20833300,3.51170600,-0.61266358,-0.54357334
0.20833300,3.61204000,-0.66602942,-0.50374887
0.20833300,3.71237500,-0.71602925,-0.41769536
0.20833300,3.81270900,-0.76831293,-0.32893840
0.20833300,3.91304300,-0.78289718,-0.24301943
0.20833300,4.01337800,-0.83346957,-0.15231318
0.20833300,4.11371200,-0.83048372,-0.05427820
0.20833300,4.21404700,-0.81150072,0.02744803
0.20833300,4.31438100,-0.81145167,0.11809967
0.20833300,4.41471600,-0.80538486,0.19592501
0.20833300,4.51505000,-0.76693028,0.31313426
0.20833300,4.61538500,-0.71175125,0.36576401
0.20833300,4.71571900,-0.69169163,0.45522303
0.20833300,4.81605400,-0.63172495,0.52308212
0.20833300,4.91638800,-0.57776646,0.59486255
0.20833300,5.01672200,-0.49601351,0.67492151
0.20833300,5.11705700,-0.40642810,0.71134436
0.20833300,5.21739100,-0.34957963,0.75709601
0.20833300,5.31772600,-0.26689026,0.78581206
0.20833300,5.41806000,-0.17073029,0.80446613
0.20833300,5.51839500,-0.06132932,0.83849413
0.20833300,5.61872900,0.01445584,0.82231369
0.20833300,5.71906400,0.11619355,0.81785629
0.20833300,5.81939800,0.21177880,0.81234664
0.20833300,5.91973200,0.29629694,0.75635794
0.20833300,6.02006700,0.38836191,0.74567873
0.20833300,6.12040100,0.46688216,0.69928920
0.20833300,6.22073600,0.53782108,0.63332703
0.20833300,6.32107000,0.59757123,0.58605951
0.20833300,6.42140500,0.66014947,0.49419115
0.20833300,6.52173900,0.71143677,0.42558812
0.20833300,6.62207400,0.74450333,0.35510350
0.20833300,6.72240800,0.77721663,0.24849964
0.20833300,6.82274200,0.81689626,0.16142978
0.20833300,6.92307700,0.80965869,0.08960931
0.20833300,7.02341100,0.83141009,-0.00791260
0.20833300,7.12374600,0.81093834,-0.10524872
0.20833300,7.22408000,0.80412533,-0.19531325
0.20833300,7.32441500,0.77252301,-0.27455864
0.20833300,7.42474900,0.73910496,-0.37532204
0.20833300,7.52508400,0.69527681,-0.46004595
0.20833300,7.62541800,0.64718362,-0.52442909
0.20833300,7.72575300,0.58543849,-0.59868998
0.20833300,7.82608700,0.49473109,-0.65184429
0.20833300,7.92642100,0.43418621,-0.70960521
0.20833300,8.02675600,0.35986336,-0.75292104
0.20833300,8.12709000,0.24480136,-0.78286244
0.20833300,8.22742500,0.17249085,-0.81614289
0.20833300,8.32775900,0.09290091,-0.81515401
0.20833300,8.42809400,-0.01791037,-0.82631550
0.20833300,8.52842800,-0.09383137,-0.80641855
0.20833300,8.62876300,-0.19022731,-0.80577707
0.20833300,8.72909700,-0.26736618,-0.75941700
0.20833300,8.82943100,-0.36237862,-0.74431148
0.20833300,8.92976600,-0.44746273,-0.69611272
0.20833300,9.03010000,-0.51955968,-0.64808864
0.20833300,9.13043500,-0.56118953,-0.58216559
0.20833300,9.23076900,-0.67180721,-0.52320068
0.20833300,9.33110400,-0.71342971,-0.44433225
0.20833300,9.43143800,-0.75983611,-0.34703075
0.20833300,9.53177300,-0.78990772,-0.26713280
0.20833300,9.63210700,-0.79015108,-0.18620440
0.20833300,9.73244100,-0.82940379,-0.10746867
0.20833300,9.83277600,-0.81424229,-0.01684064
0.20833300,9.93311000,-0.82988489,0.09044123
0.20833300,10.03344500,-0.81669973,0.17593719
0.20833300,10.13377900,-0.80565329,0.27034737
0.20833300,10.23411400,-0.74969624,0.36693974
0.20833300,10.33444800,-0.70395178,0.41491757
0.20833300,10.43478300,-0.66278203,0.52155293
0.20833300,10.53511700,-0.58104602,0.58495927
0.20833300,10.63545200,-0.52756255,0.63012277
0.20833300,10.73578600,-0.44316687,0.69777693
0.20833300,10.83612000,-0.36865823,0.74538634
0.20833300,10.93645500,-0.27979793,0.76458139
0.20833300,11.03678900,-0.21342804,0.80878780
0.20833300,11.13712400,-0.10232508,0.82063454
0.20833300,11.23745800,-0.01614658,0.83331364
0.20833300,11.33779300,0.07306453,0.81781043
0.20833300,11.43812700,0.17142936,0.81644358
0.20833300,11.53846200,0.27060471,0.78121336
0.20833300,11.63879600,0.33033304,0.75307474
0.20833300,11.73913000,0.40535214,0.71454411
0.20833300,11.83946500,0.51057812,0.65141169
0.20833300,11.93979900,0.56354867,0.59847456
0.20833300,12.04013400,0.63047353,0.53270782
0.20833300,12.14046800,0.68725554,0.43844355
0.20833300,12.24080300,0.73618477,0.38447044
0.20833300,12.34113700,0.77216088,0.29306284
0.20833300,12.44147200,0.80806219,0.20866353
0.20833300,12.54180600,0.82366672,0.10911741
0.20833300,12.64214000,0.82021441,0.04177988
0.20833300,12.74247500,0.81716236,-0.07825460
0.20833300,12.84280900,0.81444428,-0.15340094
0.20833300,12.94314400,0.78365022,-0.24283688
0.20833300,13.04347800,0.75938618,-0.33117530
0.20833300,13.14381300,0.70440106,-0.39286883
0.20833300,13.24414700,0.67117284,-0.48453616
0.20833300,13.34448200,0.60026275,-0.55351506
0.20833300,13.44481600,0.53294959,-0.62704440
0.20833300,13.54515100,0.49715058,-0.69225142
0.20833300,13.64548500,0.34630916,-0.73596586
0.20833300,13.74581900,0.30352486,-0.76958506
0.20833300,13.84615400,0.20969802,-0.80032489
0.20833300,13.94648800,0.11632983,-0.81651845
0.20833300,14.04682300,0.02034515,-0.81315616
0.20833300,14.14715700,-0.06196054,-0.83492026
0.20833300,14.24749200,-0.14653238,-0.81515478
0.20833300,14.34782600,-0.24463879,-0.78907891
0.20833300,14.44816100,-0.32835293,-0.76392654
0.20833300,14.54849500,-0.40012867,-0.72029567
0.20833300,14.64882900,-0.48479416,-0.67050521
0.20833300,14.74916400,-0.55571719,-0.61661565
0.20833300,14.84949800,-0.63328547,-0.54199681
0.20833300,14.94983300,-0.68697386,-0.47602921
0.20833300,15.05016700,-0.72858972,-0.38536162
0.20833300,15.15050200,-0.76368379,-0.32407929
0.20833300,15.25083600,-0.79791265,-0.24621773
0.20833300,15.35117100,-0.82665514,-0.13802177
0.20833300,15.45150500,-0.81828956,-0.04704101
0.20833300,15.55183900,-0.84378627,0.04462852
0.20833300,15.65217400,-0.81484770,0.14420927
0.20833300,15.75250800,-0.79291532,0.24498558
0.20833300,15.85284300,-0.76979410,0.31714221
0.20833300,15.95317700,-0.72932105,0.39843017
0.20833300,16.05351200,-0.65664086,0.48031525
0.20833300,16.15384600,-0.59829845,0.54029820
0.20833300,16.25418100,-0.53782441,0.61733642
0.20833300,16.35451500,-0.48552429,0.68182455
0.20833300,16.45484900,-0.39121190,0.73027594
0.20833300,16.55518400,-0.31459254,0.76330239
0.20833300,16.65551800,-0.23442288,0.76937443
0.20833300,16.75585300,-0.14226247,0.82493189
0.20833300,16.85618700,-0.04655681,0.81967687
0.20833300,16.95652200,0.03440217,0.82595842
0.20833300,17.05685600,0.12101499,0.82610239
0.20833300,17.15719100,0.21322435,0.80226212
0.20833300,17.25752500,0.29188408,0.77360796
0.20833300,17.35786000,0.41652208,0.72741255
0.20833300,17.45819400,0.47266994,0.67965796
0.20833300,17.55852800,0.53476094,0.60758445
0.20833300,17.65886300,0.60325301,0.55611127
0.20833300,17.75919700,0.67599794,0.51074786
0.20833300,17.85953200,0.68896266,0.41733541
0.20833300,17.95986600,0.77719755,0.33983800
0.20833300,18.06020100,0.79003530,0.24897938
0.20833300,18.16053500,0.82337179,0.15105680
0.20833300,18.26087000,0.81822852,0.06990182
0.20833300,18.36120400,0.83306518,-0.03785303
0.20833300,18.46153800,0.82425725,-0.12303585
0.20833300,18.56187300,0.81480291,-0.21313833
0.20833300,18.66220700,0.76911926,-0.29506451
0.20833300,18.76254200,0.72283945,-0.37077202
0.20833300,18.86287600,0.68796665,-0.45073278
0.20833300,18.96321100,0.61848229,-0.53525452
0.20833300,19.06354500,0.56504121,-0.60774425
0.20833300,19.16388000,0.50855202,-0.65111108
0.20833300,19.26421400,0.43026891,-0.70898349
0.20833300,19.36454800,0.33656962,-0.75366243
0.20833300,19.46488300,0.23906946,-0.78773473
0.20833300,19.56521700,0.16182354,-0.83039912
0.20833300,19.66555200,0.06269795,-0.83780704
0.20833300,19.76588600,-0.02311330,-0.83166741
0.20833300,19.86622100,-0.11274706,-0.83005655
0.20833300,19.96655500,-0.21721049,-0.78536471
0.20833300,20.06689000,-0.27894468,-0.76392726
0.20833300,20.16722400,-0.36361535,-0.71462695
0.20833300,20.26755900,-0.44233616,-0.69069892
0.20833300,20.36789300,-0.52758750,-0.64912092
0.20833300,20.46822700,-0.60631237,-0.57275097
0.20833300,20.56856200,-0.64830175,-0.49852903
0.20833300,20.66889600,-0.71776105,-0.42563796
0.20833300,20.76923100,-0.75896680,-0.31948680
0.20833300,20.86956500,-0.77989925,-0.26455291
0.20833300,20.96990000,-0.79529992,-0.16803618
0.20833300,21.07023400,-0.84429482,-0.08991724
0.20833300,21.17056900,-0.83120982,0.01227885
0.20833300,21.27090300,-0.82937821,0.10299911
0.20833300,21.37123700,-0.80091794,0.19457930
0.20833300,21.47157200,-0.80206589,0.27828280
0.20833300,21.57190600,-0.73819421,0.36376407
0.20833300,21.67224100,-0.69861507,0.44175749
0.20833300,21.77257500,-0.64779305,0.52427929
0.20833300,21.87291000,-0.57622411,0.56828740
0.20833300,21.97324400,-0.52578346,0.65661402
0.20833300,22.07357900,-0.44051886,0.71657172
0.20833300,22.17391300,-0.36627596,0.74561336
0.20833300,22.27424700,-0.27707381,0.78251075
0.20833300,22.37458200,-0.19566024,0.82164814
0.20833300,22.47491600,-0.10000983,0.82350043
0.20833300,22.57525100,-0.00385912,0.85207890
0.20833300,22.67558500,0.09330830,0.81768318
0.20833300,22.77592000,0.17499727,0.79571530
0.20833300,22.87625400,0.27024914,0.77750016
0.20833300,22.97658900,0.34572243,0.75137016
0.20833300,23.07692300,0.43877834,0.67547304
0.20833300,23.17725800,0.51069027,0.65326142
0.20833300,23.27759200,0.58437390,0.58136245
0.20833300,23.37792600,0.64864557,0.52380692
0.20833300,23.47826100,0.69661209,0.42953852
0.20833300,23.57859500,0.73972772,0.36778416
0.20833300,23.67893000,0.76196969,0.28632550
0.20833300,23.77926400,0.80911014,0.19435806
0.20833300,23.87959900,0.82135376,0.09073503
0.20833300,23.97993300,0.82520766,0.01242156
0.20833300,24.08026800,0.82621742,-0.08926963
0.20833300,24.18060200,0.79935850,-0.17894371
0.20833300,24.28093600,0.78445139,-0.26610156
0.20833300,24.38127100,0.73826532,-0.35826801
0.20833300,24.48160500,0.72539855,-0.42094586
0.20833300,24.58194000,0.66896184,-0.49664551
0.20833300,24.68227400,0.57787142,-0.56331448
0.20833300,24.78260900,0.53257207,-0.63960052
0.20833300,24.88294300,0.43901567,-0.68936696
0.20833300,24.98327800,0.36324752,-0.73568633
0.20833300,25.08361200,0.28014902,-0.77094863
0.20833300,25.18394600,0.19741713,-0.81106881
0.20833300,25.28428100,0.11477959,-0.81133595
0.20833300,25.38461500,0.01390329,-0.81126328
0.20833300,25.48495000,-0.07143183,-0.81861866
0.20833300,25.58528400,-0.17826473,-0.80794822
0.20833300,25.68561900,-0.26280714,-0.78207180
0.20833300,25.78595300,-0.32965712,-0.74970472
0.20833300,25.88628800,-0.42432151,-0.70390358
0.20833300,25.98662200,-0.51989334,-0.67659953
0.20833300,26.08695700,-0.56720644,-0.60063288
0.20833300,26.18729100,-0.62907007,-0.56048865
0.20833300,26.28762500,-0.68866399,-0.46269019
0.20833300,26.38796000,-0.73330500,-0.37033426
0.20833300,26.48829400,-0.77346454,-0.28705834
0.20833300,26.58862900,-0.80336078,-0.20776167
0.20833300,26.68896300,-0.82076829,-0.11612574
0.20833300,26.78929800,-0.82915743,-0.03784543
0.20833300,26.88963200,-0.82675936,0.05273518
0.20833300,26.98996700,-0.81234565,0.15420710
0.20833300,27.09030100,-0.80087559,0.24798736
0.20833300,27.19063500,-0.75946074,0.32536056
0.20833300,27.29097000,-0.71085365,0.41166127
0.20833300,27.39130400,-0.67625046,0.50070074
0.20833300,27.49163900,-0.62023732,0.56702003
0.20833300,27.59197300,-0.53177460,0.61081882
0.20833300,27.69230800,-0.48272491,0.69647080
0.20833300,27.79264200,-0.38480190,0.71514774
0.20833300,27.89297700,-0.32227873,0.77358993
0.20833300,27.99331100,-0.22826948,0.79044508
0.20833300,28.09364500,-0.13270876,0.80646943
0.20833300,28.19398000,-0.03935976,0.80723787
0.20833300,28.29431400,0.04309340,0.81605852
0.20833300,28.39464900,0.13509514,0.80751325
0.20833300,28.49498300,0.23965099,0.79069775
0.20833300,28.59531800,0.32786009,0.77528859
0.20833300,28.69565200,0.39596619,0.71378741
0.20833300,28.79598700,0.48519745,0.68268033
0.20833300,28.89632100,0.56336009,0.63308798
0.20833300,28.99665600,0.60501548,0.54320070
0.20833300,29.09699000,0.66931924,0.48546811
0.20833300,29.19732400,0.72646218,0.39356476
0.20833300,29.29765900,0.77351213,0.31802362
0.20833300,29.39799300,0.79602715,0.22776694
0.20833300,29.49832800,0.81490903,0.14163710
0.20833300,29.59866200,0.80914033,0.06150545
0.20833300,29.69899700,0.83371708,-0.04655937
0.20833300,29.79933100,0.81920439,-0.13097507
0.20833300,29.89966600,0.78662795,-0.22594636
0.20833300,30.00000000,0.77378441,-0.32806148
0.25000000,0.00000000,0.06605814,0.86210094
0.25000000,0.10033400,0.17356430,0.83741096
0.25000000,0.20066900,0.27069815,0.82279893
0.25000000,0.30100300,0.36442100,0.80261905
0.25000000,0.40133800,0.44958258,0.74947359
0.25000000,0.50167200,0.52527470,0.69301652
0.25000000,0.60200700,0.60237046,0.61645302
0.25000000,0.70234100,0.66194397,0.55754382
0.25000000,0.80267600,0.72661784,0.45491390
0.25000000,0.90301000,0.77824377,0.39674976
0.25000000,1.00334400,0.80947309,0.28773434
0.25000000,1.10367900,0.83759372,0.20352763
0.25000000,1.20401300,0.84809012,0.10815607
0.25000000,1.30434800,0.84253778,-0.00816871
0.25000000,1.40468200,0.85685818,-0.07338086
0.25000000,1.50501700,0.85837102,-0.18658538
0.25000000,1.60535100,0.81668422,-0.27320019
0.25000000,1.70568600,0.77886546,-0.37532247
0.25000000,1.80602000,0.73430408,-0.46595079
0.25000000,1.90635500,0.68626486,-0.54103070
0.25000000,2.00668900,0.61874913,-0.61972898
0.25000000,2.10702300,0.53024306,-0.67236510
0.25000000,2.20735800,0.46645269,-0.73388745
0.25000000,2.30769200,0.38205577,-0.78045957
0.25000000,2.40802700,0.27316329,-0.81545657
0.25000000,2.50836100,0.18836700,-0.84962111
0.25000000,2.60869600,0.11105298,-0.85522252
0.25000000,2.70903000,-0.01573809,-0.87440326
0.25000000,2.80936500,-0.11392263,-0.86299568
0.25000000,2.90969900,-0.19567220,-0.82961398
0.25000000,3.01003300,-0.30447139,-0.80765956
0.25000000,3.11036800,-0.38924477,-0.76884057
0.25000000,3.21070200,-0.46819762,-0.73535892
0.25000000,3.31103700,-0.56622791,-0.68573307
0.25000000,3.41137100,-0.62831372,-0.61746844
0.25000000,3.51170600,-0.67565042,-0.51667098
0.25000000,3.61204000,-0.73259935,-0.43924815
0.25000000,3.71237500,-0.78194850,-0.37364640
0.25000000,3.81270900,-0.80851027,-0.27097355
0.25000000,3.91304300,-0.85004218,-0.16996221
0.25000000,4.01337800,-0.87476181,-0.08148030
0.25000000,4.11371200,-0.86362028,0.02738971
0.25000000,4.21404700,-0.85854207,0.11821061
0.25000000,4.31438100,-0.81911327,0.21967625
0.25000000,4.41471600,-0.80617844,0.28938817
0.25000000,4.51505000,-0.76042756,0.39959363
0.25000000,4.61538500,-0.71751696,0.49304688
0.25000000,4.71571900,-0.65136032,0.56028129
0.25000000,4.81605400,-0.60761726,0.62743080
0.25000000,4.91638800,-0.51811373,0.68780392
0.25000000,5.01672200,-0.42290976,0.76462664
0.25000000,5.11705700,-0.32695598,0.79832306
0.25000000,5.21739100,-0.26340275,0.82607713
0.25000000,5.31772600,-0.16245252,0.85801370
0.25000000,5.41806000,-0.04779901,0.87395706
0.25000000,5.51839500,0.03123335,0.88178841
0.25000000,5.61872900,0.12140667,0.83645959
0.25000000,5.71906400,0.22236290,0.84004338
0.25000000,5.81939800,0.32242241,0.81780322
0.25000000,5.91973200,0.41068097,0.75713787
0.25000000,6.02006700,0.51289352,0.70567735
0.25000000,6.12040100,0.58683123,0.64913923
0.25000000,6.22073600,0.62791139,0.58879735
0.25000000,6.32107000,0.71324643,0.48768138
0.25000000,6.42140500,0.74345706,0.42450947
0.25000000,6.52173900,0.79940749,0.32519262
0.25000000,6.62207400,0.81751888,0.22347011
0.25000000,6.72240800,0.85204097,0.13119537
0.25000000,6.82274200,0.87284147,0.04296542
0.25000000,6.92307700,0.84733224,-0.06026796
0.25000000,7.02341100,0.83944617,-0.14710856
0.25000000,7.12374600,0.84406015,-0.24332193
0.25000000,7.22408000,0.78905340,-0.33487571
0.25000000,7.32441500,0.74408179,-0.42950675
0.25000000,7.42474900,0.68238663,-0.50374091
0.25000000,7.52508400,0.62628500,-0.57578894
0.25000000,7.62541800,0.55829530,-0.64612039
0.25000000,7.72575300,0.50441841,-0.71073594
0.25000000,7.82608700,0.40192759,-0.77348987
0.25000000,7.92642100,0.32717284,-0.80331335
0.25000000,8.02675600,0.21393329,-0.83112893
0.25000000,8.12709000,0.14587245,-0.82396927
0.25000000,8.22742500,0.00858251,-0.85708932
0.25000000,8.32775900,-0.07126586,-0.86013957
0.25000000,8.42809400,-0.17025917,-0.84744247
0.25000000,8.52842800,-0.24522836,-0.83409726
0.25000000,8.62876300,-0.34715542,-0.78913331
0.25000000,8.72909700,-0.45147267,-0.75015645
0.25000000,8.82943100,-0.52598650,-0.69290685
0.25000000,8.92976600,-0.59109497,-0.60683409
0.25000000,9.03010000,-0.66689240,-0.53614340
0.25000000,9.13043500,-0.71835173,-0.46856983
0.25000000,9.23076900,-0.76400732,-0.38574717
0.25000000,9.33110400,-0.80991494,-0.28187180
0.25000000,9.43143800,-0.84365090,-0.20846408
0.25000000,9.53177300,-0.86313478,-0.11753511
0.25000000,9.63210700,-0.86723440,-0.00201843
0.25000000,9.73244100,-0.85733048,0.08363986
0.25000000,9.83277600,-0.84823467,0.17963852
0.25000000,9.93311000,-0.81384489,0.27281333
0.25000000,10.03344500,-0.77411019,0.37469280
0.25000000,10.13377900,-0.70467759,0.43644213
0.25000000,10.23411400,-0.67445134,0.51949288
0.25000000,10.33444800,-0.61920755,0.61630772
0.25000000,10.43478300,-0.53887276,0.66169919
0.25000000,10.53511700,-0.45182790,0.71203098
0.25000000,10.63545200,-0.36954858,0.77209378
0.25000000,10.73578600,-0.27372016,0.80198942
0.25000000,10.83612000,-0.20682128,0.82425513
0.25000000,10.93645500,-0.12181788,0.83428429
0.25000000,11.03678900,-0.00598962,0.88130638
0.25000000,11.13712400,0.10970049,0.84192389
0.25000000,11.23745800,0.19728448,0.83705506
0.25000000,11.33779300,0.29349561,0.81567060
0.25000000,11.43812700,0.37335242,0.78790062
0.25000000,11.53846200,0.47687891,0.73471603
0.25000000,11.63879600,0.52717847,0.69163716
0.25000000,11.73913000,0.60337013,0.59619338
0.25000000,11.83946500,0.69299474,0.54216657
0.25000000,11.93979900,0.73408058,0.45851278
0.25000000,12.04013400,0.78372116,0.36612996
0.25000000,12.14046800,0.80618209,0.27127303
0.25000000,12.24080300,0.84384452,0.17514030
0.25000000,12.34113700,0.86390016,0.07922881
0.25000000,12.44147200,0.85966487,-0.01217688
0.25000000,12.54180600,0.84367280,-0.11132086
0.25000000,12.64214000,0.82870117,-0.23092790
0.25000000,12.74247500,0.79772413,-0.29820645
0.25000000,12.84280900,0.77859086,-0.39171916
0.25000000,12.94314400,0.72711059,-0.46685275
0.25000000,13.04347800,0.65581114,-0.55283698
0.25000000,13.14381300,0.58422326,-0.62727446
0.25000000,13.24414700,0.51713495,-0.69347013
0.25000000,13.34448200,0.43964385,-0.73245539
0.25000000,13.44481600,0.33526241,-0.80639133
0.25000000,13.54515100,0.24965205,-0.83007501
0.25000000,13.64548500,0.17346623,-0.85447280
0.25000000,13.74581900,0.05933160,-0.85970917
0.25000000,13.84615400,-0.01536258,-0.86377224
0.25000000,13.94648800,-0.13160236,-0.85394360
0.25000000,14.04682300,-0.21608479,-0.82915339
0.25000000,14.14715700,-0.31443200,-0.81584188
0.25000000,14.24749200,-0.39918585,-0.77910254
0.25000000,14.34782600,-0.49057959,-0.70764533
0.25000000,14.44816100,-0.56284841,-0.64546077
0.25000000,14.54849500,-0.64539066,-0.58732808
0.25000000,14.64882900,-0.70423856,-0.50887617
0.25000000,14.74916400,-0.74615888,-0.43448830
0.25000000,14.84949800,-0.81266309,-0.32088813
0.25000000,14.94983300,-0.81669432,-0.25482411
0.25000000,15.05016700,-0.84900089,-0.14513124
0.25000000,15.15050200,-0.86550079,-0.05300363
0.25000000,15.25083600,-0.87421088,0.05556454
0.25000000,15.35117100,-0.83828235,0.15385854
0.25000000,15.45150500,-0.83672947,0.25663349
0.25000000,15.55183900,-0.79667608,0.33267589
0.25000000,15.65217400,-0.74166511,0.42838686
0.25000000,15.75250800,-0.69665726,0.50118190
0.25000000,15.85284300,-0.63699198,0.59617852
0.25000000,15.95317700,-0.54897410,0.62330109
0.25000000,16.05351200,-0.48521026,0.70667609
0.25000000,16.15384600,-0.40474048,0.76791988
0.25000000,16.25418100,-0.30830890,0.79202456
0.25000000,16.35451500,-0.24589586,0.84260957
0.25000000,16.45484900,-0.13791069,0.85852910
0.25000000,16.55518400,-0.01673099,0.86532482
0.25000000,16.65551800,0.05945521,0.86056320
0.25000000,16.75585300,0.16576781,0.85523954
0.25000000,16.85618700,0.24404000,0.82229498
0.25000000,16.95652200,0.32972797,0.80242338
0.25000000,17.05685600,0.44167954,0.75689882
0.25000000,17.15719100,0.51060875,0.69556585
0.25000000,17.25752500,0.60439733,0.62957569
0.25000000,17.35786000,0.64955104,0.56471943
0.25000000,17.45819400,0.71237486,0.48201561
0.25000000,17.55852800,0.78284266,0.40119456
0.25000000,17.65886300,0.80293743,0.31380809
0.25000000,17.75919700,0.84016329,0.20880048
0.25000000,17.85953200,0.85719648,0.11294885
0.25000000,17.95986600,0.86908018,0.03745990
0.25000000,18.06020100,0.85869495,-0.06536287
0.25000000,18.16053500,0.84768930,-0.16518646
0.25000000,18.26087000,0.81486559,-0.26888823
0.25000000,18.36120400,0.77937239,-0.34546732
0.25000000,18.46153800,0.71933373,-0.46377164
0.25000000,18.56187300,0.67268959,-0.53040541
0.25000000,18.66220700,0.61023337,-0.59447957
0.25000000,18.76254200,0.54058993,-0.65272869
0.25000000,18.86287600,0.47062965,-0.71634769
0.25000000,18.96321100,0.38938260,-0.77835484
0.25000000,19.06354500,0.29799625,-0.80962881
0.25000000,19.16388000,0.19244585,-0.84289144
0.25000000,19.26421400,0.10852690,-0.86693510
0.25000000,19.36454800,-0.00368402,-0.86687525
0.25000000,19.46488300,-0.08473242,-0.86538537
0.25000000,19.56521700,-0.18796985,-0.83804481
0.25000000,19.66555200,-0.28354225,-0.81823239
0.25000000,19.76588600,-0.39028333,-0.79861718
0.25000000,19.86622100,-0.45251287,-0.72574410
0.25000000,19.96655500,-0.55355540,-0.67484429
0.25000000,20.06689000,-0.62585563,-0.61113998
0.25000000,20.16722400,-0.65122032,-0.54492372
0.25000000,20.26755900,-0.75399305,-0.42953995
0.25000000,20.36789300,-0.78657306,-0.37933219
0.25000000,20.46822700,-0.81154476,-0.27017684
0.25000000,20.56856200,-0.84580022,-0.15346435
0.25000000,20.66889600,-0.85541400,-0.07246350
0.25000000,20.76923100,-0.85963936,0.00063225
0.25000000,20.86956500,-0.85972146,0.10276338
0.25000000,20.96990000,-0.85051976,0.20415392
0.25000000,21.07023400,-0.81051409,0.29178847
0.25000000,21.17056900,-0.78020550,0.39716145
0.25000000,21.27090300,-0.72305896,0.46323727
0.25000000,21.37123700,-0.65913697,0.55854160
0.25000000,21.47157200,-0.59226643,0.63832340
0.25000000,21.57190600,-0.52070655,0.68487761
0.25000000,21.67224100,-0.41588651,0.73626381
0.25000000,21.77257500,-0.35061966,0.78295357
0.25000000,21.87291000,-0.26413116,0.82258297
0.25000000,21.97324400,-0.16754646,0.86909842
0.25000000,22.07357900,-0.08274481,0.86119758
0.25000000,22.17391300,0.02945489,0.85496215
0.25000000,22.27424700,0.11374990,0.86336604
0.25000000,22.37458200,0.25235273,0.82411285
0.25000000,22.47491600,0.31393477,0.78936713
0.25000000,22.57525100,0.40418406,0.76203704
0.25000000,22.67558500,0.48513218,0.70910180
0.25000000,22.77592000,0.56453989,0.63973606
0.25000000,22.87625400,0.63468311,0.57015273
0.25000000,22.97658900,0.69336459,0.50178269
0.25000000,23.07692300,0.72982124,0.40869780
0.25000000,23.17725800,0.77740584,0.35116076
0.25000000,23.27759200,0.82927974,0.22964151
0.25000000,23.37792600,0.83997401,0.15179258
0.25000000,23.47826100,0.87835814,0.05938749
0.25000000,23.57859500,0.84665785,-0.04017102
0.25000000,23.67893000,0.85179304,-0.14404131
0.25000000,23.77926400,0.83362869,-0.23992082
0.25000000,23.87959900,0.79660984,-0.33258088
0.25000000,23.97993300,0.76253714,-0.41542420
0.25000000,24.08026800,0.69972090,-0.48605075
0.25000000,24.18060200,0.65301131,-0.58677786
0.25000000,24.28093600,0.57675467,-0.66610335
0.25000000,24.38127100,0.49388129,-0.71097160
0.25000000,24.48160500,0.39535415,-0.76097453
0.25000000,24.58194000,0.31291646,-0.81618679
0.25000000,24.68227400,0.22693650,-0.82827456
0.25000000,24.78260900,0.13036316,-0.84485256
0.25000000,24.88294300,0.02608007,-0.88161878
0.25000000,24.98327800,-0.07138791,-0.85769873
0.25000000,25.08361200,-0.15358823,-0.84977136
0.25000000,25.18394600,-0.25219270,-0.82371773
0.25000000,25.28428100,-0.35632400,-0.78851368
0.25000000,25.38461500,-0.41385931,-0.75376019
0.25000000,25.48495000,-0.52633896,-0.70761038
0.25000000,25.58528400,-0.59968432,-0.64209620
0.25000000,25.68561900,-0.65276856,-0.56790661
0.25000000,25.78595300,-0.70605042,-0.49496274
0.25000000,25.88628800,-0.75898089,-0.41267122
0.25000000,25.98662200,-0.79647745,-0.30123292
0.25000000,26.08695700,-0.83369628,-0.20073369
0.25000000,26.18729100,-0.88598523,-0.11262169
0.25000000,26.28762500,-0.86809611,-0.03023201
0.25000000,26.38796000,-0.87395396,0.07688636
0.25000000,26.48829400,-0.85932268,0.17507929
0.25000000,26.58862900,-0.84200799,0.25647782
0.25000000,26.68896300,-0.77238197,0.35411530
0.25000000,26.78929800,-0.72841963,0.44367893
0.25000000,26.88963200,-0.67968501,0.52323722
0.25000000,26.98996700,-0.62244707,0.59335483
